ESTIMATE_SOURCE,PROGRAM,LOGISTICAL_AREA,PFMA,YEAR,MONTH,TYPE,PREFERRED_COMMON_NAME,HART_CD,ESTIMATE,STANDARD_ERROR,LINK,Include (20),Include (15)
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2016,9,Released,CHINOOK SALMON,124,5661,2263.29,Creel-2016-9-Area 23 (Barkley),N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2016,9,Kept,CHINOOK SALMON,124,50,20.04,Creel-2016-9-Area 24,N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2016,9,Released,CHINOOK SALMON,124,28,24.93,Creel-2016-9-Area 24,N,N
In Fill,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2016,9,Kept,CHINOOK SALMON,124,76,0.00,In Fill-2016-9-Area 25,N,N
In Fill,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2016,9,Released,CHINOOK SALMON,124,0,0.00,In Fill-2016-9-Area 25,N,N
In Fill,Georgia Strait,Howe Sound,Area 28,2016,9,Kept,CHINOOK SALMON,124,213,0.00,In Fill-2016-9-Area 28,N,N
In Fill,Georgia Strait,Howe Sound,Area 28,2016,9,Released,CHINOOK SALMON,124,65,0.00,In Fill-2016-9-Area 28,N,N
In Fill,Georgia Strait,Vancouver,Area 29,2016,9,Kept,CHINOOK SALMON,124,1374,0.00,In Fill-2016-9-Area 29,N,N
In Fill,Georgia Strait,Vancouver,Area 29,2016,9,Released,CHINOOK SALMON,124,254,0.00,In Fill-2016-9-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2016,9,Kept,CHINOOK SALMON,124,350,0.00,Historic Estimate-2016-9-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2016,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-9-Area 2W,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2016,9,Kept,CHINOOK SALMON,124,23,0.00,Historic Estimate-2016-9-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2016,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-9-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 8,Area 8,2016,9,Kept,CHINOOK SALMON,124,4,0.00,Historic Estimate-2016-9-Area 8,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 8,Area 8,2016,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-9-Area 8,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2016,9,Kept,CHINOOK SALMON,124,8,0.00,Historic Estimate-2016-9-Area 9,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2016,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-9-Area 9,#N/A,#N/A
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2017,3,Kept,CHINOOK SALMON,124,9,5.07,Creel-2017-3-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2017,3,Released,CHINOOK SALMON,124,17,14.42,Creel-2017-3-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2017,3,Kept,CHINOOK SALMON,124,325,83.31,Creel-2017-3-Area 19 (JDF),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2017,3,Released,CHINOOK SALMON,124,98,38.36,Creel-2017-3-Area 19 (JDF),N,N
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2017,3,Kept,CHINOOK SALMON,124,270,98.06,Creel-2017-3-Area 20 (East),N,N
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2017,3,Released,CHINOOK SALMON,124,24,11.79,Creel-2017-3-Area 20 (East),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2017,4,Kept,CHINOOK SALMON,124,0,0.00,Creel-2017-4-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2017,4,Released,CHINOOK SALMON,124,0,0.00,Creel-2017-4-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2017,4,Kept,CHINOOK SALMON,124,342,113.78,Creel-2017-4-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2017,4,Released,CHINOOK SALMON,124,551,213.62,Creel-2017-4-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2017,4,Kept,CHINOOK SALMON,124,496,157.92,Creel-2017-4-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2017,4,Released,CHINOOK SALMON,124,467,220.49,Creel-2017-4-Area 20 (East),Y,Y
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2017,5,Kept,CHINOOK SALMON,124,800,0.00,Historic Estimate-2017-5-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2017,5,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-5-Area 1,#N/A,#N/A
In Fill,Johnstone Strait,Queen Charlotte Sound,Area 11,2017,5,Kept,CHINOOK SALMON,124,20,0.00,In Fill-2017-5-Area 11,N,N
In Fill,Johnstone Strait,Queen Charlotte Sound,Area 11,2017,5,Released,CHINOOK SALMON,124,24,0.00,In Fill-2017-5-Area 11,N,N
In Fill,Johnstone Strait,Johnstone Strait,Area 12,2017,5,Kept,CHINOOK SALMON,124,127,0.00,In Fill-2017-5-Area 12,N,N
In Fill,Johnstone Strait,Johnstone Strait,Area 12,2017,5,Released,CHINOOK SALMON,124,16,0.00,In Fill-2017-5-Area 12,N,N
In Fill,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2017,5,Kept,CHINOOK SALMON,124,39,0.00,In Fill-2017-5-Area 121,N,N
In Fill,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2017,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 121,N,N
In Fill,Barkley Sound,Offshore Barkley,Area 123,2017,5,Kept,CHINOOK SALMON,124,238,0.00,In Fill-2017-5-Area 123,N,N
In Fill,Barkley Sound,Offshore Barkley,Area 123,2017,5,Released,CHINOOK SALMON,124,4,0.00,In Fill-2017-5-Area 123,N,N
In Fill,Clayoquot Sound,Offshore Clayoquot,Area 124,2017,5,Kept,CHINOOK SALMON,124,116,0.00,In Fill-2017-5-Area 124,N,N
In Fill,Clayoquot Sound,Offshore Clayoquot,Area 124,2017,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 124,N,N
In Fill,Nootka Sound,Offshore Nootka,Area 125,2017,5,Kept,CHINOOK SALMON,124,67,0.00,In Fill-2017-5-Area 125,N,N
In Fill,Nootka Sound,Offshore Nootka,Area 125,2017,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 125,N,N
In Fill,Kyuquot Sound,Offshore Kyuquot,Area 126,2017,5,Kept,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 126,N,N
In Fill,Kyuquot Sound,Offshore Kyuquot,Area 126,2017,5,Released,CHINOOK SALMON,124,10,0.00,In Fill-2017-5-Area 126,N,N
In Fill,Quatsino Sound,Offshore Quatsino,Area 127,2017,5,Kept,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 127,N,N
In Fill,Quatsino Sound,Offshore Quatsino,Area 127,2017,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 127,N,N
Creel,Georgia Strait,Campbell River,Area 13,2017,5,Kept,CHINOOK SALMON,124,537,131.46,Creel-2017-5-Area 13,N,N
Creel,Georgia Strait,Campbell River,Area 13,2017,5,Released,CHINOOK SALMON,124,412,113.45,Creel-2017-5-Area 13,N,N
Creel,Georgia Strait,Comox,Area 14,2017,5,Kept,CHINOOK SALMON,124,1729,573.84,Creel-2017-5-Area 14,Y,Y
Creel,Georgia Strait,Comox,Area 14,2017,5,Released,CHINOOK SALMON,124,2682,1032.02,Creel-2017-5-Area 14,Y,Y
In Fill,Georgia Strait,Powell River,Area 15,2017,5,Kept,CHINOOK SALMON,124,433,0.00,In Fill-2017-5-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2017,5,Released,CHINOOK SALMON,124,23,0.00,In Fill-2017-5-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2017,5,Kept,CHINOOK SALMON,124,281,0.00,In Fill-2017-5-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2017,5,Released,CHINOOK SALMON,124,5,0.00,In Fill-2017-5-Area 16,N,N
Creel,Georgia Strait,Nanaimo,Area 17,2017,5,Kept,CHINOOK SALMON,124,1485,286.06,Creel-2017-5-Area 17,Y,Y
Creel,Georgia Strait,Nanaimo,Area 17,2017,5,Released,CHINOOK SALMON,124,3132,871.38,Creel-2017-5-Area 17,Y,Y
Creel,Georgia Strait,Gulf Islands,Area 18,2017,5,Kept,CHINOOK SALMON,124,283,153.05,Creel-2017-5-Area 18,N,N
Creel,Georgia Strait,Gulf Islands,Area 18,2017,5,Released,CHINOOK SALMON,124,127,44.92,Creel-2017-5-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2017,5,Kept,CHINOOK SALMON,124,7,7.17,Creel-2017-5-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2017,5,Released,CHINOOK SALMON,124,4,5.07,Creel-2017-5-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2017,5,Kept,CHINOOK SALMON,124,511,176.13,Creel-2017-5-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2017,5,Released,CHINOOK SALMON,124,285,116.17,Creel-2017-5-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2017,5,Kept,CHINOOK SALMON,124,313,107.93,Creel-2017-5-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2017,5,Released,CHINOOK SALMON,124,76,31.13,Creel-2017-5-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2017,5,Kept,CHINOOK SALMON,124,8,7.59,Creel-2017-5-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2017,5,Released,CHINOOK SALMON,124,0,0.00,Creel-2017-5-Area 20 (West),N,N
In Fill,Renfrew/Swiftsure,Nitinat,Area 21,2017,5,Kept,CHINOOK SALMON,124,31,0.00,In Fill-2017-5-Area 21,N,N
In Fill,Renfrew/Swiftsure,Nitinat,Area 21,2017,5,Released,CHINOOK SALMON,124,19,0.00,In Fill-2017-5-Area 21,N,N
In Fill,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2017,5,Kept,CHINOOK SALMON,124,77,0.00,In Fill-2017-5-Area 23 (Alberni Canal),N,N
In Fill,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2017,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 23 (Alberni Canal),N,N
In Fill,Barkley Sound,Barkley Sound,Area 23 (Barkley),2017,5,Kept,CHINOOK SALMON,124,545,0.00,In Fill-2017-5-Area 23 (Barkley),N,N
In Fill,Barkley Sound,Barkley Sound,Area 23 (Barkley),2017,5,Released,CHINOOK SALMON,124,34,0.00,In Fill-2017-5-Area 23 (Barkley),N,N
In Fill,Clayoquot Sound,Clayoquot Sound,Area 24,2017,5,Kept,CHINOOK SALMON,124,111,0.00,In Fill-2017-5-Area 24,N,N
In Fill,Clayoquot Sound,Clayoquot Sound,Area 24,2017,5,Released,CHINOOK SALMON,124,8,0.00,In Fill-2017-5-Area 24,N,N
In Fill,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2017,5,Kept,CHINOOK SALMON,124,164,0.00,In Fill-2017-5-Area 25,N,N
In Fill,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2017,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 25,N,N
In Fill,Kyuquot Sound,Kyuquot Sound,Area 26,2017,5,Kept,CHINOOK SALMON,124,56,0.00,In Fill-2017-5-Area 26,N,N
In Fill,Kyuquot Sound,Kyuquot Sound,Area 26,2017,5,Released,CHINOOK SALMON,124,0,0.00,In Fill-2017-5-Area 26,N,N
In Fill,Quatsino Sound,Quatsino Sound,Area 27,2017,5,Kept,CHINOOK SALMON,124,50,0.00,In Fill-2017-5-Area 27,N,N
In Fill,Quatsino Sound,Quatsino Sound,Area 27,2017,5,Released,CHINOOK SALMON,124,29,0.00,In Fill-2017-5-Area 27,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2017,5,Kept,CHINOOK SALMON,124,28,9.15,Creel-2017-5-Area 28,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2017,5,Released,CHINOOK SALMON,124,397,230.14,Creel-2017-5-Area 28,N,N
Creel,Georgia Strait,Vancouver,Area 29,2017,5,Kept,CHINOOK SALMON,124,2390,1283.68,Creel-2017-5-Area 29,N,N
Creel,Georgia Strait,Vancouver,Area 29,2017,5,Released,CHINOOK SALMON,124,1725,817.24,Creel-2017-5-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2017,5,Kept,CHINOOK SALMON,124,200,0.00,Historic Estimate-2017-5-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2017,5,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-5-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2017,5,Kept,CHINOOK SALMON,124,400,0.00,Historic Estimate-2017-5-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2017,5,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-5-Area 2W,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2017,5,Kept,CHINOOK SALMON,124,8,0.00,Historic Estimate-2017-5-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2017,5,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-5-Area 7,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2017,6,Kept,CHINOOK SALMON,124,7600,0.00,Historic Estimate-2017-6-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 1,#N/A,#N/A
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2017,6,Kept,CHINOOK SALMON,124,1808,334.48,Creel-2017-6-Area 11,N,N
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2017,6,Released,CHINOOK SALMON,124,565,346.40,Creel-2017-6-Area 11,N,N
Creel,Johnstone Strait,Johnstone Strait,Area 12,2017,6,Kept,CHINOOK SALMON,124,1931,315.50,Creel-2017-6-Area 12,N,N
Creel,Johnstone Strait,Johnstone Strait,Area 12,2017,6,Released,CHINOOK SALMON,124,5339,1097.62,Creel-2017-6-Area 12,N,N
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2017,6,Kept,CHINOOK SALMON,124,1213,216.05,Creel-2017-6-Area 121,N,N
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2017,6,Released,CHINOOK SALMON,124,1217,339.01,Creel-2017-6-Area 121,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2017,6,Kept,CHINOOK SALMON,124,807,374.26,Creel-2017-6-Area 123,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2017,6,Released,CHINOOK SALMON,124,678,232.76,Creel-2017-6-Area 123,N,N
Log Estimate,Clayoquot Sound,Offshore Clayoquot,Area 124,2017,6,Kept,CHINOOK SALMON,124,708,0.00,Log Estimate-2017-6-Area 124,N,N
Log Estimate,Clayoquot Sound,Offshore Clayoquot,Area 124,2017,6,Released,CHINOOK SALMON,124,398,0.00,Log Estimate-2017-6-Area 124,N,N
In Fill,Nootka Sound,Offshore Nootka,Area 125,2017,6,Kept,CHINOOK SALMON,124,669,0.00,In Fill-2017-6-Area 125,N,N
In Fill,Nootka Sound,Offshore Nootka,Area 125,2017,6,Released,CHINOOK SALMON,124,16,0.00,In Fill-2017-6-Area 125,N,N
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2017,6,Kept,CHINOOK SALMON,124,1477,0.00,Log Estimate-2017-6-Area 126,N,N
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2017,6,Released,CHINOOK SALMON,124,174,0.00,Log Estimate-2017-6-Area 126,N,N
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2017,6,Kept,CHINOOK SALMON,124,86,38.97,Creel-2017-6-Area 127,N,N
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2017,6,Released,CHINOOK SALMON,124,0,0.00,Creel-2017-6-Area 127,N,N
Creel,Georgia Strait,Campbell River,Area 13,2017,6,Kept,CHINOOK SALMON,124,4875,954.27,Creel-2017-6-Area 13,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2017,6,Released,CHINOOK SALMON,124,3834,817.09,Creel-2017-6-Area 13,Y,Y
Creel,Georgia Strait,Comox,Area 14,2017,6,Kept,CHINOOK SALMON,124,3367,568.60,Creel-2017-6-Area 14,Y,Y
Creel,Georgia Strait,Comox,Area 14,2017,6,Released,CHINOOK SALMON,124,3244,475.36,Creel-2017-6-Area 14,Y,Y
In Fill,Georgia Strait,Powell River,Area 15,2017,6,Kept,CHINOOK SALMON,124,1963,0.00,In Fill-2017-6-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2017,6,Released,CHINOOK SALMON,124,244,0.00,In Fill-2017-6-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2017,6,Kept,CHINOOK SALMON,124,316,0.00,In Fill-2017-6-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2017,6,Released,CHINOOK SALMON,124,15,0.00,In Fill-2017-6-Area 16,N,N
Creel,Georgia Strait,Nanaimo,Area 17,2017,6,Kept,CHINOOK SALMON,124,458,119.04,Creel-2017-6-Area 17,N,N
Creel,Georgia Strait,Nanaimo,Area 17,2017,6,Released,CHINOOK SALMON,124,1582,445.05,Creel-2017-6-Area 17,N,N
Creel,Georgia Strait,Gulf Islands,Area 18,2017,6,Kept,CHINOOK SALMON,124,184,61.79,Creel-2017-6-Area 18,N,N
Creel,Georgia Strait,Gulf Islands,Area 18,2017,6,Released,CHINOOK SALMON,124,138,61.40,Creel-2017-6-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2017,6,Kept,CHINOOK SALMON,124,14,7.09,Creel-2017-6-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2017,6,Released,CHINOOK SALMON,124,14,7.93,Creel-2017-6-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2017,6,Kept,CHINOOK SALMON,124,271,80.41,Creel-2017-6-Area 19 (JDF),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2017,6,Released,CHINOOK SALMON,124,111,48.31,Creel-2017-6-Area 19 (JDF),N,N
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2017,6,Kept,CHINOOK SALMON,124,1437,312.85,Creel-2017-6-Area 20 (East),N,N
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2017,6,Released,CHINOOK SALMON,124,1322,349.46,Creel-2017-6-Area 20 (East),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2017,6,Kept,CHINOOK SALMON,124,252,66.58,Creel-2017-6-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2017,6,Released,CHINOOK SALMON,124,288,112.77,Creel-2017-6-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2017,6,Kept,CHINOOK SALMON,124,181,55.07,Creel-2017-6-Area 21,N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2017,6,Released,CHINOOK SALMON,124,159,52.94,Creel-2017-6-Area 21,N,N
In Fill,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2017,6,Kept,CHINOOK SALMON,124,0,0.00,In Fill-2017-6-Area 23 (Alberni Canal),N,N
In Fill,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2017,6,Released,CHINOOK SALMON,124,0,0.00,In Fill-2017-6-Area 23 (Alberni Canal),N,N
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2017,6,Kept,CHINOOK SALMON,124,2477,442.62,Creel-2017-6-Area 23 (Barkley),N,N
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2017,6,Released,CHINOOK SALMON,124,2563,884.37,Creel-2017-6-Area 23 (Barkley),N,N
Log Estimate,Clayoquot Sound,Clayoquot Sound,Area 24,2017,6,Kept,CHINOOK SALMON,124,664,0.00,Log Estimate-2017-6-Area 24,N,N
Log Estimate,Clayoquot Sound,Clayoquot Sound,Area 24,2017,6,Released,CHINOOK SALMON,124,740,0.00,Log Estimate-2017-6-Area 24,N,N
In Fill,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2017,6,Kept,CHINOOK SALMON,124,1802,0.00,In Fill-2017-6-Area 25,N,N
In Fill,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2017,6,Released,CHINOOK SALMON,124,162,0.00,In Fill-2017-6-Area 25,N,N
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2017,6,Kept,CHINOOK SALMON,124,384,0.00,Log Estimate-2017-6-Area 26,N,N
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2017,6,Released,CHINOOK SALMON,124,278,0.00,Log Estimate-2017-6-Area 26,N,N
Creel,Quatsino Sound,Quatsino Sound,Area 27,2017,6,Kept,CHINOOK SALMON,124,440,53.57,Creel-2017-6-Area 27,N,N
Creel,Quatsino Sound,Quatsino Sound,Area 27,2017,6,Released,CHINOOK SALMON,124,165,45.55,Creel-2017-6-Area 27,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2017,6,Kept,CHINOOK SALMON,124,235,88.24,Creel-2017-6-Area 28,N,N
Creel,Georgia Strait,Howe Sound,Area 28,2017,6,Released,CHINOOK SALMON,124,195,84.36,Creel-2017-6-Area 28,N,N
Creel,Georgia Strait,Vancouver,Area 29,2017,6,Kept,CHINOOK SALMON,124,445,213.64,Creel-2017-6-Area 29,N,N
Creel,Georgia Strait,Vancouver,Area 29,2017,6,Released,CHINOOK SALMON,124,460,292.83,Creel-2017-6-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2017,6,Kept,CHINOOK SALMON,124,100,0.00,Historic Estimate-2017-6-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2017,6,Kept,CHINOOK SALMON,124,6600,0.00,Historic Estimate-2017-6-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 2W,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 3,Area 3,2017,6,Kept,CHINOOK SALMON,124,0,0.00,Historic Error-2017-6-Area 3,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 3,Area 3,2017,6,Kept,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 3,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 3,Area 3,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Error-2017-6-Area 3,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 3,Area 3,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 3,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 4,Area 4,2017,6,Kept,CHINOOK SALMON,124,0,0.00,Historic Error-2017-6-Area 4,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 4,Area 4,2017,6,Kept,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 4,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 4,Area 4,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Error-2017-6-Area 4,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 4,Area 4,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 4,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2017,6,Kept,CHINOOK SALMON,124,713,0.00,Historic Estimate-2017-6-Area 6,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 6,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2017,6,Kept,CHINOOK SALMON,124,410,0.00,Historic Estimate-2017-6-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 8,Area 8,2017,6,Kept,CHINOOK SALMON,124,70,0.00,Historic Estimate-2017-6-Area 8,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 8,Area 8,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 8,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2017,6,Kept,CHINOOK SALMON,124,692,0.00,Historic Estimate-2017-6-Area 9,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2017,6,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-6-Area 9,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2017,7,Kept,CHINOOK SALMON,124,8250,0.00,Historic Estimate-2017-7-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2017,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2017-7-Area 1,#N/A,#N/A
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2017,7,Kept,CHINOOK SALMON,124,1876,331.23,Creel-2017-7-Area 11,Y,Y
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2017,7,Released,CHINOOK SALMON,124,635,191.41,Creel-2017-7-Area 11,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2017,7,Kept,CHINOOK SALMON,124,2835,285.50,Creel-2017-7-Area 12,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2017,7,Released,CHINOOK SALMON,124,4081,600.60,Creel-2017-7-Area 12,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2017,7,Kept,CHINOOK SALMON,124,10577,1758.04,Creel-2017-7-Area 121,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2017,7,Released,CHINOOK SALMON,124,6070,1323.78,Creel-2017-7-Area 121,Y,Y
Creel,Barkley Sound,Offshore Barkley,Area 123,2017,7,Kept,CHINOOK SALMON,124,7352,1147.88,Creel-2017-7-Area 123,Y,Y
Creel,Barkley Sound,Offshore Barkley,Area 123,2017,7,Released,CHINOOK SALMON,124,5196,1125.22,Creel-2017-7-Area 123,Y,Y
