ESTIMATE_SOURCE,PROGRAM,LOGISTICAL_AREA,PFMA,YEAR,MONTH,TYPE,PREFERRED_COMMON_NAME,HART_CD,ESTIMATE,STANDARD_ERROR,LINK,Include (20),Include (15)
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2016,7,Released,CHINOOK SALMON,124,814,274.67,Creel-2016-7-Area 124,Y,Y
Creel,Nootka Sound,Offshore Nootka,Area 125,2016,7,Kept,CHINOOK SALMON,124,1941,499.75,Creel-2016-7-Area 125,Y,Y
Creel,Nootka Sound,Offshore Nootka,Area 125,2016,7,Released,CHINOOK SALMON,124,807,277.97,Creel-2016-7-Area 125,Y,Y
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2016,7,Kept,CHINOOK SALMON,124,2014,0.00,Log Estimate-2016-7-Area 126,N,N
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2016,7,Released,CHINOOK SALMON,124,158,0.00,Log Estimate-2016-7-Area 126,N,N
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2016,7,Kept,CHINOOK SALMON,124,448,86.70,Creel-2016-7-Area 127,Y,Y
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2016,7,Released,CHINOOK SALMON,124,222,86.70,Creel-2016-7-Area 127,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2016,7,Kept,CHINOOK SALMON,124,4913,575.08,Creel-2016-7-Area 13,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2016,7,Released,CHINOOK SALMON,124,7140,889.41,Creel-2016-7-Area 13,Y,Y
Creel,Georgia Strait,Comox,Area 14,2016,7,Kept,CHINOOK SALMON,124,881,238.90,Creel-2016-7-Area 14,Y,Y
Creel,Georgia Strait,Comox,Area 14,2016,7,Released,CHINOOK SALMON,124,4336,1109.22,Creel-2016-7-Area 14,Y,Y
In Fill,Georgia Strait,Powell River,Area 15,2016,7,Kept,CHINOOK SALMON,124,1518,0.00,In Fill-2016-7-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2016,7,Released,CHINOOK SALMON,124,76,0.00,In Fill-2016-7-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2016,7,Kept,CHINOOK SALMON,124,711,0.00,In Fill-2016-7-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2016,7,Released,CHINOOK SALMON,124,132,0.00,In Fill-2016-7-Area 16,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2016,7,Kept,CHINOOK SALMON,124,452,0.00,In Fill-2016-7-Area 17,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2016,7,Released,CHINOOK SALMON,124,17,0.00,In Fill-2016-7-Area 17,N,N
In Fill,Georgia Strait,Gulf Islands,Area 18,2016,7,Kept,CHINOOK SALMON,124,98,0.00,In Fill-2016-7-Area 18,N,N
In Fill,Georgia Strait,Gulf Islands,Area 18,2016,7,Released,CHINOOK SALMON,124,78,0.00,In Fill-2016-7-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2016,7,Kept,CHINOOK SALMON,124,0,0.00,Creel-2016-7-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2016,7,Released,CHINOOK SALMON,124,0,0.00,Creel-2016-7-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2016,7,Kept,CHINOOK SALMON,124,135,50.47,Creel-2016-7-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2016,7,Released,CHINOOK SALMON,124,120,49.38,Creel-2016-7-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2016,7,Kept,CHINOOK SALMON,124,2827,326.85,Creel-2016-7-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2016,7,Released,CHINOOK SALMON,124,4253,773.53,Creel-2016-7-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2016,7,Kept,CHINOOK SALMON,124,1270,301.69,Creel-2016-7-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2016,7,Released,CHINOOK SALMON,124,2007,852.91,Creel-2016-7-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2016,7,Kept,CHINOOK SALMON,124,94,46.21,Creel-2016-7-Area 21,Y,Y
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2016,7,Released,CHINOOK SALMON,124,19,31.68,Creel-2016-7-Area 21,Y,Y
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2016,7,Kept,CHINOOK SALMON,124,0,0.00,Creel-2016-7-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2016,7,Released,CHINOOK SALMON,124,11,11.11,Creel-2016-7-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2016,7,Kept,CHINOOK SALMON,124,1112,177.52,Creel-2016-7-Area 23 (Barkley),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2016,7,Released,CHINOOK SALMON,124,3332,585.06,Creel-2016-7-Area 23 (Barkley),Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2016,7,Kept,CHINOOK SALMON,124,543,173.66,Creel-2016-7-Area 24,N,N
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2016,7,Released,CHINOOK SALMON,124,76,46.54,Creel-2016-7-Area 24,N,N
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2016,7,Kept,CHINOOK SALMON,124,4461,949.68,Creel-2016-7-Area 25,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2016,7,Released,CHINOOK SALMON,124,7511,2039.55,Creel-2016-7-Area 25,Y,Y
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2016,7,Kept,CHINOOK SALMON,124,336,0.00,Log Estimate-2016-7-Area 26,N,N
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2016,7,Released,CHINOOK SALMON,124,171,0.00,Log Estimate-2016-7-Area 26,N,N
Creel,Quatsino Sound,Quatsino Sound,Area 27,2016,7,Kept,CHINOOK SALMON,124,1096,188.87,Creel-2016-7-Area 27,Y,Y
Creel,Quatsino Sound,Quatsino Sound,Area 27,2016,7,Released,CHINOOK SALMON,124,1280,308.29,Creel-2016-7-Area 27,Y,Y
In Fill,Georgia Strait,Howe Sound,Area 28,2016,7,Kept,CHINOOK SALMON,124,359,0.00,In Fill-2016-7-Area 28,N,N
In Fill,Georgia Strait,Howe Sound,Area 28,2016,7,Released,CHINOOK SALMON,124,91,0.00,In Fill-2016-7-Area 28,N,N
In Fill,Georgia Strait,Vancouver,Area 29,2016,7,Kept,CHINOOK SALMON,124,309,0.00,In Fill-2016-7-Area 29,N,N
In Fill,Georgia Strait,Vancouver,Area 29,2016,7,Released,CHINOOK SALMON,124,19,0.00,In Fill-2016-7-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2016,7,Kept,CHINOOK SALMON,124,50,0.00,Historic Estimate-2016-7-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2016,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-7-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2016,7,Kept,CHINOOK SALMON,124,5100,0.00,Historic Estimate-2016-7-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2016,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-7-Area 2W,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 3,Area 3,2016,7,Kept,CHINOOK SALMON,124,0,0.00,Historic Error-2016-7-Area 3,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 3,Area 3,2016,7,Kept,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-7-Area 3,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 3,Area 3,2016,7,Released,CHINOOK SALMON,124,0,0.00,Historic Error-2016-7-Area 3,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 3,Area 3,2016,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-7-Area 3,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 4,Area 4,2016,7,Kept,CHINOOK SALMON,124,0,0.00,Historic Error-2016-7-Area 4,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 4,Area 4,2016,7,Kept,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-7-Area 4,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 4,Area 4,2016,7,Released,CHINOOK SALMON,124,0,0.00,Historic Error-2016-7-Area 4,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 4,Area 4,2016,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-7-Area 4,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2016,7,Kept,CHINOOK SALMON,124,839,0.00,Historic Estimate-2016-7-Area 6,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2016,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-7-Area 6,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2016,7,Kept,CHINOOK SALMON,124,1533,0.00,Historic Estimate-2016-7-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2016,7,Released,CHINOOK SALMON,124,6,0.00,Historic Estimate-2016-7-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 8,Area 8,2016,7,Kept,CHINOOK SALMON,124,327,0.00,Historic Estimate-2016-7-Area 8,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 8,Area 8,2016,7,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-7-Area 8,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2016,7,Kept,CHINOOK SALMON,124,483,0.00,Historic Estimate-2016-7-Area 9,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2016,7,Released,CHINOOK SALMON,124,12,0.00,Historic Estimate-2016-7-Area 9,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2016,8,Kept,CHINOOK SALMON,124,8400,0.00,Historic Estimate-2016-8-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 1,#N/A,#N/A
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2016,8,Kept,CHINOOK SALMON,124,1435,291.37,Creel-2016-8-Area 11,Y,Y
Creel,Johnstone Strait,Queen Charlotte Sound,Area 11,2016,8,Released,CHINOOK SALMON,124,496,135.84,Creel-2016-8-Area 11,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2016,8,Kept,CHINOOK SALMON,124,1893,214.83,Creel-2016-8-Area 12,Y,Y
Creel,Johnstone Strait,Johnstone Strait,Area 12,2016,8,Released,CHINOOK SALMON,124,2406,522.86,Creel-2016-8-Area 12,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2016,8,Kept,CHINOOK SALMON,124,2312,272.05,Creel-2016-8-Area 121,Y,Y
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2016,8,Released,CHINOOK SALMON,124,1055,299.34,Creel-2016-8-Area 121,Y,Y
Creel,Barkley Sound,Offshore Barkley,Area 123,2016,8,Kept,CHINOOK SALMON,124,1422,317.04,Creel-2016-8-Area 123,Y,Y
Creel,Barkley Sound,Offshore Barkley,Area 123,2016,8,Released,CHINOOK SALMON,124,1865,614.40,Creel-2016-8-Area 123,Y,Y
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2016,8,Kept,CHINOOK SALMON,124,4838,926.77,Creel-2016-8-Area 124,Y,Y
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2016,8,Released,CHINOOK SALMON,124,1926,506.78,Creel-2016-8-Area 124,Y,Y
Creel,Nootka Sound,Offshore Nootka,Area 125,2016,8,Kept,CHINOOK SALMON,124,525,138.88,Creel-2016-8-Area 125,Y,Y
Creel,Nootka Sound,Offshore Nootka,Area 125,2016,8,Released,CHINOOK SALMON,124,392,104.23,Creel-2016-8-Area 125,Y,Y
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2016,8,Kept,CHINOOK SALMON,124,1197,0.00,Log Estimate-2016-8-Area 126,N,N
Log Estimate,Kyuquot Sound,Offshore Kyuquot,Area 126,2016,8,Released,CHINOOK SALMON,124,267,0.00,Log Estimate-2016-8-Area 126,N,N
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2016,8,Kept,CHINOOK SALMON,124,319,73.47,Creel-2016-8-Area 127,N,N
Creel,Quatsino Sound,Offshore Quatsino,Area 127,2016,8,Released,CHINOOK SALMON,124,99,35.24,Creel-2016-8-Area 127,N,N
Creel,Georgia Strait,Campbell River,Area 13,2016,8,Kept,CHINOOK SALMON,124,8570,1036.85,Creel-2016-8-Area 13,Y,Y
Creel,Georgia Strait,Campbell River,Area 13,2016,8,Released,CHINOOK SALMON,124,4504,728.87,Creel-2016-8-Area 13,Y,Y
Creel,Georgia Strait,Comox,Area 14,2016,8,Kept,CHINOOK SALMON,124,1032,173.65,Creel-2016-8-Area 14,Y,Y
Creel,Georgia Strait,Comox,Area 14,2016,8,Released,CHINOOK SALMON,124,3891,621.69,Creel-2016-8-Area 14,Y,Y
In Fill,Georgia Strait,Powell River,Area 15,2016,8,Kept,CHINOOK SALMON,124,630,0.00,In Fill-2016-8-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2016,8,Released,CHINOOK SALMON,124,8,0.00,In Fill-2016-8-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2016,8,Kept,CHINOOK SALMON,124,446,0.00,In Fill-2016-8-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2016,8,Released,CHINOOK SALMON,124,0,0.00,In Fill-2016-8-Area 16,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2016,8,Kept,CHINOOK SALMON,124,905,0.00,In Fill-2016-8-Area 17,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2016,8,Released,CHINOOK SALMON,124,64,0.00,In Fill-2016-8-Area 17,N,N
In Fill,Georgia Strait,Gulf Islands,Area 18,2016,8,Kept,CHINOOK SALMON,124,39,0.00,In Fill-2016-8-Area 18,N,N
In Fill,Georgia Strait,Gulf Islands,Area 18,2016,8,Released,CHINOOK SALMON,124,0,0.00,In Fill-2016-8-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2016,8,Kept,CHINOOK SALMON,124,0,0.00,Creel-2016-8-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2016,8,Released,CHINOOK SALMON,124,0,0.00,Creel-2016-8-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2016,8,Kept,CHINOOK SALMON,124,549,101.19,Creel-2016-8-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2016,8,Released,CHINOOK SALMON,124,664,135.48,Creel-2016-8-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2016,8,Kept,CHINOOK SALMON,124,5336,507.04,Creel-2016-8-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2016,8,Released,CHINOOK SALMON,124,5248,760.35,Creel-2016-8-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2016,8,Kept,CHINOOK SALMON,124,4720,470.73,Creel-2016-8-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2016,8,Released,CHINOOK SALMON,124,3290,537.60,Creel-2016-8-Area 20 (West),Y,Y
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2016,8,Kept,CHINOOK SALMON,124,1073,340.13,Creel-2016-8-Area 21,Y,Y
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2016,8,Released,CHINOOK SALMON,124,98,70.94,Creel-2016-8-Area 21,Y,Y
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2016,8,Kept,CHINOOK SALMON,124,1414,231.41,Creel-2016-8-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2016,8,Released,CHINOOK SALMON,124,158,81.52,Creel-2016-8-Area 23 (Alberni Canal),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2016,8,Kept,CHINOOK SALMON,124,8030,632.38,Creel-2016-8-Area 23 (Barkley),Y,Y
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2016,8,Released,CHINOOK SALMON,124,6097,866.79,Creel-2016-8-Area 23 (Barkley),Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2016,8,Kept,CHINOOK SALMON,124,115,32.04,Creel-2016-8-Area 24,Y,Y
Creel,Clayoquot Sound,Clayoquot Sound,Area 24,2016,8,Released,CHINOOK SALMON,124,81,35.42,Creel-2016-8-Area 24,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2016,8,Kept,CHINOOK SALMON,124,2316,439.70,Creel-2016-8-Area 25,Y,Y
Creel,Nootka Sound,Nootka Snd. / Esperanza Inlet,Area 25,2016,8,Released,CHINOOK SALMON,124,2775,486.79,Creel-2016-8-Area 25,Y,Y
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2016,8,Kept,CHINOOK SALMON,124,1017,0.00,Log Estimate-2016-8-Area 26,N,N
Log Estimate,Kyuquot Sound,Kyuquot Sound,Area 26,2016,8,Released,CHINOOK SALMON,124,393,0.00,Log Estimate-2016-8-Area 26,N,N
Creel,Quatsino Sound,Quatsino Sound,Area 27,2016,8,Kept,CHINOOK SALMON,124,551,69.83,Creel-2016-8-Area 27,Y,Y
Creel,Quatsino Sound,Quatsino Sound,Area 27,2016,8,Released,CHINOOK SALMON,124,2091,273.71,Creel-2016-8-Area 27,Y,Y
In Fill,Georgia Strait,Howe Sound,Area 28,2016,8,Kept,CHINOOK SALMON,124,155,0.00,In Fill-2016-8-Area 28,N,N
In Fill,Georgia Strait,Howe Sound,Area 28,2016,8,Released,CHINOOK SALMON,124,28,0.00,In Fill-2016-8-Area 28,N,N
In Fill,Georgia Strait,Vancouver,Area 29,2016,8,Kept,CHINOOK SALMON,124,545,0.00,In Fill-2016-8-Area 29,N,N
In Fill,Georgia Strait,Vancouver,Area 29,2016,8,Released,CHINOOK SALMON,124,52,0.00,In Fill-2016-8-Area 29,N,N
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2016,8,Kept,CHINOOK SALMON,124,50,0.00,Historic Estimate-2016-8-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2E,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 2E,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2016,8,Kept,CHINOOK SALMON,124,6100,0.00,Historic Estimate-2016-8-Area 2W,#N/A,#N/A
Historic Estimate,Haida Gwaii,Haida Gwaii,Area 2W,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 2W,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 3,Area 3,2016,8,Kept,CHINOOK SALMON,124,0,0.00,Historic Error-2016-8-Area 3,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 3,Area 3,2016,8,Kept,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 3,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 3,Area 3,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Error-2016-8-Area 3,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 3,Area 3,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 3,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 4,Area 4,2016,8,Kept,CHINOOK SALMON,124,0,0.00,Historic Error-2016-8-Area 4,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 4,Area 4,2016,8,Kept,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 4,#N/A,#N/A
Historic Error,Prince Rupert,PFMA 4,Area 4,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Error-2016-8-Area 4,#N/A,#N/A
Historic Estimate,Prince Rupert,PFMA 4,Area 4,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 4,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2016,8,Kept,CHINOOK SALMON,124,506,0.00,Historic Estimate-2016-8-Area 6,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 6,Area 6,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 6,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2016,8,Kept,CHINOOK SALMON,124,2036,0.00,Historic Estimate-2016-8-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 7,Area 7,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 7,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 8,Area 8,2016,8,Kept,CHINOOK SALMON,124,291,0.00,Historic Estimate-2016-8-Area 8,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 8,Area 8,2016,8,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-8-Area 8,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2016,8,Kept,CHINOOK SALMON,124,309,0.00,Historic Estimate-2016-8-Area 9,#N/A,#N/A
Historic Estimate,Central Coast,PFMA 9,Area 9,2016,8,Released,CHINOOK SALMON,124,42,0.00,Historic Estimate-2016-8-Area 9,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2016,9,Kept,CHINOOK SALMON,124,700,0.00,Historic Estimate-2016-9-Area 1,#N/A,#N/A
Historic Estimate,Haida Gwaii,PFMA 1,Area 1,2016,9,Released,CHINOOK SALMON,124,0,0.00,Historic Estimate-2016-9-Area 1,#N/A,#N/A
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2016,9,Kept,CHINOOK SALMON,124,0,0.00,Creel-2016-9-Area 121,N,N
Creel,Renfrew/Swiftsure,Swiftsure Bank,Area 121,2016,9,Released,CHINOOK SALMON,124,0,0.00,Creel-2016-9-Area 121,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2016,9,Kept,CHINOOK SALMON,124,171,57.60,Creel-2016-9-Area 123,N,N
Creel,Barkley Sound,Offshore Barkley,Area 123,2016,9,Released,CHINOOK SALMON,124,159,77.54,Creel-2016-9-Area 123,N,N
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2016,9,Kept,CHINOOK SALMON,124,172,30.78,Creel-2016-9-Area 124,N,N
Creel,Clayoquot Sound,Offshore Clayoquot,Area 124,2016,9,Released,CHINOOK SALMON,124,171,48.22,Creel-2016-9-Area 124,N,N
In Fill,Nootka Sound,Offshore Nootka,Area 125,2016,9,Kept,CHINOOK SALMON,124,0,0.00,In Fill-2016-9-Area 125,N,N
In Fill,Nootka Sound,Offshore Nootka,Area 125,2016,9,Released,CHINOOK SALMON,124,0,0.00,In Fill-2016-9-Area 125,N,N
Creel,Georgia Strait,Campbell River,Area 13,2016,9,Kept,CHINOOK SALMON,124,1288,453.12,Creel-2016-9-Area 13,N,Y
Creel,Georgia Strait,Campbell River,Area 13,2016,9,Released,CHINOOK SALMON,124,2219,508.20,Creel-2016-9-Area 13,N,Y
Creel,Georgia Strait,Comox,Area 14,2016,9,Kept,CHINOOK SALMON,124,930,191.95,Creel-2016-9-Area 14,Y,Y
Creel,Georgia Strait,Comox,Area 14,2016,9,Released,CHINOOK SALMON,124,3710,594.07,Creel-2016-9-Area 14,Y,Y
In Fill,Georgia Strait,Powell River,Area 15,2016,9,Kept,CHINOOK SALMON,124,838,0.00,In Fill-2016-9-Area 15,N,N
In Fill,Georgia Strait,Powell River,Area 15,2016,9,Released,CHINOOK SALMON,124,22,0.00,In Fill-2016-9-Area 15,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2016,9,Kept,CHINOOK SALMON,124,785,0.00,In Fill-2016-9-Area 16,N,N
In Fill,Georgia Strait,Sunshine Coast,Area 16,2016,9,Released,CHINOOK SALMON,124,22,0.00,In Fill-2016-9-Area 16,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2016,9,Kept,CHINOOK SALMON,124,836,0.00,In Fill-2016-9-Area 17,N,N
In Fill,Georgia Strait,Nanaimo,Area 17,2016,9,Released,CHINOOK SALMON,124,28,0.00,In Fill-2016-9-Area 17,N,N
In Fill,Georgia Strait,Gulf Islands,Area 18,2016,9,Kept,CHINOOK SALMON,124,133,0.00,In Fill-2016-9-Area 18,N,N
In Fill,Georgia Strait,Gulf Islands,Area 18,2016,9,Released,CHINOOK SALMON,124,273,0.00,In Fill-2016-9-Area 18,N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2016,9,Kept,CHINOOK SALMON,124,0,0.00,Creel-2016-9-Area 19 (GS),N,N
Creel,Georgia Strait,Sannich Inlet / Sannich,Area 19 (GS),2016,9,Released,CHINOOK SALMON,124,0,0.00,Creel-2016-9-Area 19 (GS),N,N
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2016,9,Kept,CHINOOK SALMON,124,647,125.06,Creel-2016-9-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Victoria,Area 19 (JDF),2016,9,Released,CHINOOK SALMON,124,306,166.27,Creel-2016-9-Area 19 (JDF),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2016,9,Kept,CHINOOK SALMON,124,2074,352.39,Creel-2016-9-Area 20 (East),Y,Y
Creel,Juan de Fuca,Juan de Fuca,Area 20 (East),2016,9,Released,CHINOOK SALMON,124,2756,515.55,Creel-2016-9-Area 20 (East),Y,Y
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2016,9,Kept,CHINOOK SALMON,124,848,91.59,Creel-2016-9-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Juan de Fuca,Area 20 (West),2016,9,Released,CHINOOK SALMON,124,771,207.25,Creel-2016-9-Area 20 (West),N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2016,9,Kept,CHINOOK SALMON,124,108,36.98,Creel-2016-9-Area 21,N,N
Creel,Renfrew/Swiftsure,Nitinat,Area 21,2016,9,Released,CHINOOK SALMON,124,22,22.05,Creel-2016-9-Area 21,N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2016,9,Kept,CHINOOK SALMON,124,519,264.39,Creel-2016-9-Area 23 (Alberni Canal),N,N
Creel,Barkley Sound,Alberni Inlet,Area 23 (Alberni Canal),2016,9,Released,CHINOOK SALMON,124,1186,554.85,Creel-2016-9-Area 23 (Alberni Canal),N,N
Creel,Barkley Sound,Barkley Sound,Area 23 (Barkley),2016,9,Kept,CHINOOK SALMON,124,2665,520.84,Creel-2016-9-Area 23 (Barkley),N,N
